coingecko-id:,cardano,apecoin,arbitrum,astroport-fi,cosmos,aurora-near,avalanche-2,benqi-liquid-staked-avax,binancecoin,bitcoin,dogecoin,polkadot,ethereum,wrapped-steth,gmx,hedera-hashgraph,indigo-dao-governance-token,kujira,lido-dao,chainlink,litecoin,terra-luna-2,mantadao,near,harmony,optimism,osmosis,pax-gold,benqi,lion-dao,snek,havven,solana,undead-blocks,tether,usd-coin
2025-06-15,0.627186,0.672288,0.32765,0.01017423,4.08,0.074506,19,22.96,649.14,105135,0.174358,3.79,2522.18,3039.82,15.1,0.1552947674,1.079,0.39595,0.812171,13.1,85.46,0.162759,0.122141,2.21,0.01043771,0.590036,0.175775,3494.54,0.00717458,0.000000514531,0.00222609,0.609801,146.55,0.0028209,1,0.999792
2025-06-16,0.650614,0.677986,0.337984,0.01051452,4.26,0.077598,19.79,23.9,657.82,107530,0.178039,3.95,2641.05,3185.66,16.11,0.154576133,1.2,0.382473,0.856267,13.82,88.15,0.167645,0.134432,2.35,0.01127636,0.609029,0.180803,3426.77,0.00715945,0.000000514531,0.0022042,0.641475,157.01,0.00262565,1,0.999786
2025-06-17,0.623696,0.660551,0.312599,0.01035015,4.08,0.074274,18.98,22.93,653.85,105791,0.171919,3.78,2555.65,3077.23,15.32,0.1543155747,1.097,0.350219,0.798063,13.27,85.27,0.160943,0.133221,2.2,0.01032294,0.572306,0.174182,3416.52,0.00692259,0.000000514531,0.00207373,0.60033,151,0.002699,1,0.999803
2025-06-18,0.605263,0.623231,0.299503,0.01002808,3.98,0.07205,18.49,22.43,644.08,104767,0.168366,3.68,2508.66,3019.88,14.6,0.1491680614,1.027,0.339251,0.759921,12.82,84.46,0.155594,0.130452,2.12,0.00981732,0.542032,0.169285,3409.57,0.00662275,0.000000454819,0.00191716,0.580366,146.01,0.00260304,1,0.999735
2025-06-19,0.598189,0.626697,0.302884,0.01010471,4.01,0.072036,17.9,21.7,642.61,104640,0.16941,3.58,2518.42,3037.31,14.77,0.1476386482,0.979372,0.332476,0.774653,13.05,85.15,0.156538,0.131736,2.17,0.00984015,0.566433,0.170343,3385,0.0064796,0.000000454819,0.0020331,0.592656,144.85,0.00249969,1,0.999798
2025-06-20,0.586017,0.624935,0.298385,0.00969213,3.98,0.074972,17.82,21.65,644.15,104214,0.166665,3.48,2495.99,3015.99,14.46,0.1478020579,0.944957,0.310685,0.756997,12.88,83.99,0.154906,0.134273,2.13,0.00956885,0.559832,0.172578,3386.48,0.0064186,0.000000454819,0.00202932,0.573638,144.21,0.00260171,0.999946,0.999801
2025-06-21,0.584732,0.618527,0.288401,0.0088927,3.95,0.073634,17.61,21.34,642.6,103925,0.163441,3.46,2443.7,2944.16,14.24,0.1444737107,0.940141,0.307596,0.716884,12.69,83.24,0.150764,0.130475,2.08,0.0096098,0.545768,0.171907,3392.82,0.00634879,0.000000454819,0.00204383,0.557536,142.42,0.00250908,1,0.999802
2025-06-22,0.544946,0.557969,0.268698,0.01032483,3.75,0.069065,16.6,20.14,629.42,102688,0.155461,3.27,2275.81,2743.1,12.91,0.1369793683,0.861834,0.265616,0.67243,11.88,80.86,0.137956,0.121437,1.91,0.00850421,0.498839,0.160568,3426.2,0.00589721,0.000000454819,0.00186998,0.518056,133.16,0.00230836,1,0.999805
2025-06-23,0.545231,0.568541,0.27255,0.00899105,3.82,0.069848,16.99,20.43,619.41,101478,0.153513,3.22,2260.82,2727.49,13.3,0.1336156738,0.816075,0.24896,0.658164,11.93,81.45,0.136378,0.125645,1.94,0.00888353,0.498938,0.156032,3382.18,0.0059502,0.00000040368,0.00170683,0.515768,134.93,0.00232349,1,0.999796
2025-06-24,0.582747,0.615134,0.31489,0.00949682,4.06,0.074384,18.11,21.94,639.75,105096,0.162702,3.44,2423.19,2917.88,14.25,0.151763269,0.909606,0.243104,0.712961,13.2,84.17,0.147056,0.133391,2.17,0.01007808,0.552945,0.163611,3330.51,0.00640409,0.000000417299,0.00207345,0.578522,144.16,0.00231171,1,0.999804
2025-06-25,0.5788,0.619222,0.31748,0.00921938,4.05,0.073115,18.02,21.81,646.93,107394,0.165578,3.43,2432.54,2961.11,14.17,0.1536753306,0.877697,0.256504,0.711774,13.23,84.97,0.148829,0.138261,2.18,0.01001096,0.55431,0.154899,3329.84,0.00644287,0.00000043753,0.00202102,0.600238,146.68,0.00231291,1,0.999901
2025-06-26,0.563276,0.607825,0.301543,0.00928523,3.97,0.072564,17.41,21.1,644.97,107377,0.161648,3.33,2451.32,2955.76,13.96,0.1497569395,0.854573,0.249108,0.701813,13.19,84.95,0.146855,0.133667,2.09,0.00970913,0.534983,0.149487,3347.89,0.00635793,0.00000041415,0.0019922,0.582257,143.78,0.00230906,1,0.9999
2025-06-27,0.550894,0.598403,0.300026,0.00918209,3.89,0.071532,17.39,21.03,645.42,106746,0.159227,3.32,2425.95,2924.92,13.42,0.1426867697,0.836688,0.245431,0.691326,12.94,83.77,0.143657,0.132257,2.07,0.00946489,0.528578,0.147953,3287.31,0.00619876,0.00000041394,0.00194121,0.573089,142.49,0.00228178,1,0.999863
2025-06-28,0.564233,0.598346,0.307629,0.00845533,4.02,0.071796,17.87,21.68,646.52,107354,0.163153,3.38,2436.09,2939.35,13.89,0.1461325871,0.863302,0.249125,0.709565,13.3,86.87,0.147417,0.128085,2.14,0.00970639,0.546966,0.149162,3291.95,0.00638161,0.00000041394,0.00193666,0.587595,149.23,0.0022404,1,0.999804
2025-06-29,0.564788,0.604956,0.31039,0.00873747,4.02,0.071952,18.01,21.85,650.54,108237,0.164384,3.43,2455.16,2964.84,13.79,0.147883201,0.865387,0.237339,0.726656,13.42,86.64,0.148073,0.127557,2.15,0.00993938,0.559158,0.14885,3288.14,0.00641957,0.00000041394,0.00184439,0.590466,151.31,0.00224479,1,0.999867
2025-06-30,0.564549,0.613798,0.369524,0.00879606,4.12,0.07129,18.11,21.98,654.45,107744,0.164978,3.43,2462.61,2968.36,14.07,0.1526096477,0.831281,0.230619,0.742161,13.22,85.58,0.149026,0.118001,2.18,0.01007113,0.580841,0.143241,3290.63,0.00647478,0.00000041394,0.00193555,0.586903,150.48,0.00224571,1,0.999868
2025-07-01,0.551824,0.590486,0.326933,0.0077453,4.02,0.070235,17.38,21.11,650.86,106658,0.159684,3.32,2442.89,2945.37,13.25,0.1500492429,0.909683,0.2416,0.714992,13.07,85.27,0.143404,0.121295,2.09,0.00957852,0.542127,0.139454,3355.86,0.00617831,0.000000377435,0.00190076,0.562405,148.11,0.00218807,1,0.999916
2025-07-02,0.561526,0.606549,0.346853,0.00801823,4.02,0.070395,17.55,21.29,657.15,107582,0.161265,3.35,2447.79,2949.51,13.76,0.1446776796,0.919283,0.249549,0.721241,13.08,84.46,0.145016,0.123523,2.14,0.00971674,0.544929,0.141138,3350.12,0.00599002,0.000000375839,0.00196519,0.566677,148.57,0.00217444,1,0.999902

2025-07-03,0.59732,0.63207,0.347909,0.00791396,4.2,0.072972,18.64,22.67,659.6,108896,0.171873,3.56,2574.82,3113.66,14.5,0.159269,0.974765,0.254852,0.769131,13.74,90.53,0.151512,0.129254,2.28,0.01031798,0.57365,0.145582,3325.08,0.0062568,0.000000398707,0.00209648,0.596724,152.66,0.0022519,1,0.999904

2025-07-04,0.582705,0.607676,0.330018,0.00785179,4.08,0.071821,18.14,22.03,659.95,108859,0.167207,3.44,2551.7,3081.25,14.57,0.155954,0.949369,0.225431,0.748265,13.38,88.06,0.149371,0.09842,2.19,0.00996307,0.54938,0.143254,3341.4,0.00587265,0.000000391699,0.00196055,0.570469,150.59,0.00221778,1,0.999998

2025-07-05,0.575346,0.595658,0.324042,0.00785623,4,0.071125,17.9,21.74,655.24,108200,0.164301,3.36,2519.99,3040.55,13.85,0.155118,0.849539,0.23084,0.722322,13.2,86.83,0.148677,0.130152,2.13,0.00958102,0.529993,0.140884,3346.23,0.00576872,0.00000039367,0.00189538,0.556824,148.41,0.00223572,1,0.999872

2025-07-06,0.580248,0.604088,0.327514,0.00768726,4.02,0.070798,17.98,21.83,656.54,108189,0.166365,3.37,2520.15,3039.75,13.74,0.155557,0.851031,0.250119,0.724991,13.23,87.34,0.148337,0.118907,2.15,0.00923828,0.53651,0.140291,3346.83,0.00572527,0.000000396189,0.00191351,0.560479,148.43,0.0023313,1,0.999864

2025-07-07,0.586739,0.61061,0.332245,0.00776703,4.08,0.070738,18.16,22.08,662.05,108601,0.170856,3.38,2562.75,3089.57,14.02,0.159502,0.87479,0.223145,0.736617,13.57,86.83,0.150236,0.110963,2.17,0.00932269,0.543554,0.149177,3313.53,0.00583454,0.000000440723,0.00189684,0.562906,152.77,0.00235824,0.999982,0.999901

2025-07-08,0.586662,0.600502,0.336202,0.00774301,4.09,0.067812,18.2,22.11,660.71,108871,0.171236,3.4,2582.24,3118.22,14.06,0.160223,0.870431,0.226284,0.722266,13.55,86.95,0.149781,0.132341,2.18,0.00943546,0.545924,0.147855,3328.66,0.00588431,0.000000438339,0.00184692,0.565081,152.15,0.00234125,1,0.999903

2025-07-09,0.614608,0.616564,0.344073,0.00782131,4.22,0.068833,18.68,22.73,662.17,109514,0.174349,3.54,2660.44,3211.17,14.55,0.17061,0.904608,0.252195,0.749202,14.14,88.71,0.153316,0.098039,2.29,0.01008202,0.562801,0.151322,3302.69,0.00607042,0.000000454631,0.00198857,0.587015,154.25,0.00236609,1,0.999896

2025-07-10,0.626105,0.630239,0.357453,0.0082845,4.31,0.071851,19.54,23.75,670.89,110888,0.18019,3.64,2775.65,3351.35,11.5,0.176798,0.929322,0.310568,0.767091,14.29,90.73,0.157071,0.131639,2.35,0.01050098,0.589198,0.15455,3325.03,0.00618669,0.000000483191,0.00220063,0.603151,157.36,0.00261243,1,0.999934

2025-07-11,0.75129,0.678726,0.420835,0.00895732,4.76,0.079009,21.44,26.07,693.22,117978,0.204652,4.06,2998.51,3631.8,13.29,0.204942,1.093,0.367793,0.878153,15.8,97.24,0.176843,0.136881,2.63,0.0122004,0.697927,0.171875,3353.11,0.00683035,0.000000542999,0.00314108,0.679228,167.67,0.00272695,1,0.999811

2025-07-12,0.710733,0.647443,0.392315,0.00915517,4.6,0.076183,20.63,25.09,686.56,117476,0.195455,3.9,2936.49,3541.42,12.81,0.198055,1.029,0.32953,0.812202,15.02,92.42,0.166871,0.147475,2.47,0.01160318,0.640443,0.176063,3347.09,0.00678759,0.000000516363,0.00280964,0.639189,159.43,0.00245631,1,0.999892

2025-07-13,0.737965,0.665953,0.419337,0.00870695,4.68,0.076598,21.29,25.85,692.41,118326,0.200011,4,2978.81,3600.45,13.15,0.234819,1.08,0.309839,0.835323,15.48,95.16,0.171881,0.113536,2.55,0.0121576,0.665104,0.178417,3350.91,0.00689883,0.00000053476,0.00300501,0.658021,162.29,0.00246793,1,0.999862

2025-07-14,0.749772,0.675493,0.420684,0.01113664,4.72,0.08237,21.72,26.4,704.61,121719,0.206117,4.1,3050.28,3682.86,12.86,0.240517,1.057,0.290022,0.879307,16.29,97.08,0.174724,0.149758,2.65,0.01230305,0.682281,0.183089,3364,0.00691149,0.000000557131,0.00335033,0.662405,166.94,0.00249928,1,0.999853

2025-07-15,0.726029,0.626907,0.400505,0.01118574,4.5,0.083093,21.01,25.56,680.65,117073,0.191645,3.87,2980.76,3598.48,12.31,0.231315,1.042,0.268093,0.840083,15.34,92.44,0.166209,0.139135,2.5,0.01149393,0.64802,0.173335,3356.25,0.00666811,0.000000536641,0.00302618,0.621179,159.67,0.00249495,0.999857,0.999904

2025-07-16,0.750571,0.660601,0.436085,0.0117793,4.65,0.082045,22.06,26.84,693.04,118727,0.201351,4.12,3176.85,3839.28,13.2,0.239479,1.068,0.267706,0.911099,16.57,97.29,0.172463,0.132191,2.67,0.01204206,0.715568,0.181984,3342.03,0.00694094,0.00000055773,0.00325181,0.667032,166.81,0.0025278,1,0.999907

2025-07-17,0.806359,0.669027,0.442932,0.01283857,4.78,0.084722,22.84,27.77,717.19,117882,0.214668,4.21,3430.08,4142.11,13.25,0.247246,1.15,0.287389,0.931969,17.09,99.49,0.175389,0.139561,2.79,0.0121874,0.710348,0.186456,3334.35,0.00723035,0.000000578303,0.00356902,0.683962,176.15,0.00229389,1,0.999809

2025-07-18,0.836038,0.692071,0.482631,0.01260006,5,0.088554,24.04,29.2,746.44,117935,0.244841,4.36,3574.73,4300.28,13.72,0.269588,1.18,0.279211,1.11,18.15,104.96,0.183168,0.132772,2.89,0.01269133,0.795768,0.192904,3363.05,0.00758549,0.000000592829,0.00390022,0.70695,177.68,0.00231744,1,0.999913

2025-07-19,0.817009,0.66568,0.453165,0.0124842,4.83,0.081087,23.64,28.66,737.67,118265,0.245092,4.22,3547.56,4291.03,13.53,0.264444,1.12,0.29137,1.079,17.71,101.07,0.174776,0.119667,2.82,0.01203359,0.739381,0.186985,3360.84,0.00804789,0.000000583782,0.00370454,0.688439,176.41,0.00217276,1,0.999836

2025-07-20,0.849595,0.693638,0.485944,0.01238691,5.17,0.083797,24.98,30.43,746.75,117982,0.25229,4.48,3736.78,4521.76,14,0.271842,1.16,0.279083,1.21,19.27,116.33,0.182789,0.134999,2.99,0.01327567,0.781933,0.200926,3356.35,0.00815633,0.000000615323,0.0039969,0.760714,180.35,0.00222609,1,0.999906

2025-07-21,0.921966,0.75758,0.492019,0.01233708,5.25,0.083702,25.94,31.59,772.25,118234,0.272829,4.59,3815.1,4595,13.93,0.284964,1.27,0.259029,1.25,19.99,116.97,0.187641,0.145972,3.02,0.01357409,0.799587,0.207533,3386.65,0.00830659,0.000000631737,0.00424834,0.766972,191.34,0.0022293,1,0.999845

2025-07-22,0.877067,0.711466,0.469316,0.01168226,5.05,0.081511,25.46,30.95,763.22,119171,0.267407,4.39,3703.74,4472.28,13.59,0.266413,1.18,0.264094,1.18,19.26,115.09,0.184654,0.140247,2.96,0.01294276,0.765966,0.198777,3391.05,0.00805709,0.000000618002,0.00396482,0.722207,198.88,0.00216531,1,0.999852

2025-07-23,0.828506,0.697801,0.440623,0.01217106,4.84,0.079686,24.18,29.28,787.89,118015,0.246584,4.26,3608.83,4350.84,13.37,0.252956,1.13,0.237971,1.1,18.31,113.38,0.17691,0.134667,2.82,0.01216279,0.725682,0.19183,3412.61,0.00787559,0.000000598322,0.00385901,0.68527,191.23,0.00211562,1,0.999906

2025-07-24,0.811726,0.649384,0.43417,0.01085593,4.66,0.077752,23.79,28.88,768.96,118576,0.238474,4.01,3647.58,4405.24,12.98,0.241361,1.13,0.250875,1.085,18.04,113.34,0.168039,0.131356,2.71,0.0112087,0.694738,0.181244,3369.43,0.00750729,0.000000572395,0.00368959,0.645167,186.36,0.00212923,1,0.999906

2025-07-25,0.807752,0.654814,0.440789,0.01107651,4.69,0.077605,23.7,28.81,774.51,116127,0.231054,4.04,3705.12,4493.55,13.09,0.248382,1.16,0.27362,1.096,18.26,114.83,0.170367,0.147093,2.78,0.01143529,0.712766,0.184288,3350.7,0.00754024,0.000000568088,0.00346971,0.641566,181.03,0.00218307,1,0.999901

2025-07-26,0.8275,0.640899,0.447174,0.01116745,4.74,0.078277,24.27,29.53,782.45,117964,0.237416,4.11,3746.25,4515.68,13.32,0.274406,1.15,0.264138,1.087,18.3,114.08,0.17223,0.138776,2.88,0.01165565,0.720653,0.18685,3353.25,0.00769149,0.000000580219,0.00364703,0.652446,188.03,0.00216149,1,0.999882

2025-07-27,0.824855,0.644247,0.45221,0.01056941,4.79,0.082466,24.92,30.34,796.15,118085,0.237019,4.16,3825.86,4624.16,13.57,0.283927,1.16,0.272629,1.1,18.79,113.31,0.174688,0.138385,2.9,0.01192624,0.725921,0.189993,3359.24,0.00780376,0.000000596472,0.00366756,0.660612,186.85,0.00203107,1,0.999803

2025-07-28,0.801246,0.612878,0.443801,0.00978271,4.75,0.079848,25.78,31.37,832.87,117702,0.231298,4.05,3788.79,4578.2,13.41,0.272601,1.16,0.287625,1.091,18.35,110.08,0.168459,0.149114,2.81,0.01134325,0.79444,0.184987,3319.67,0.00778461,0.000000585671,0.00353041,0.650541,185.99,0.00204558,0.999934,0.999774

2025-07-29,0.797239,0.623976,0.436387,0.0097426,4.67,0.079381,24.75,30.04,824.61,118590,0.228041,4,3836.12,4635.1,13.25,0.273603,1.12,0.276573,1.08,18.17,109.52,0.166621,0.143146,2.76,0.01126192,0.758743,0.182688,3327.11,0.00770732,0.000000584511,0.00359059,0.634121,183.26,0.00202027,0.999892,0.999772

2025-07-30,0.759349,0.590373,0.407374,0.00955185,4.43,0.077079,23.25,28.22,783.27,117633,0.216424,3.76,3772.37,4564.53,12.62,0.25442,1.034,0.262874,1.004,17.36,108.22,0.158348,0.133011,2.62,0.01058286,0.687809,0.172851,3331,0.0073691,0.000000549883,0.00367697,0.597848,177.37,0.00194034,0.99995,0.999788

2025-07-31,0.758239,0.587297,0.405587,0.01009943,4.3,0.076693,22.88,27.88,791.38,117991,0.215524,3.76,3774.84,4568.51,13.02,0.265145,1.059,0.253351,0.98632,17.39,108.99,0.158807,0.137876,2.6,0.01058069,0.684109,0.171024,3303.25,0.00737035,0.000000554915,0.00349372,0.597388,176.42,0.0021946,0.999807,0.999804

2025-08-01,0.729266,0.56645,0.391867,0.00940348,4.23,0.074275,22.19,26.94,774.22,115780,0.208011,3.67,3669.61,4433.32,12.44,0.247996,1.006,0.246684,0.936433,16.73,105.74,0.153262,0.136901,2.49,0.010185,0.660532,0.165754,3341.41,0.00707431,0.000000543467,0.00330912,0.579252,169.29,0.00201684,0.999702,0.999709

2025-08-02,0.714844,0.549223,0.376359,0.00818035,4.13,0.072524,21.49,26.17,756.62,113750,0.199753,3.55,3506.87,4212.64,12.04,0.237479,0.994871,0.244917,0.894749,16.03,106.97,0.150707,0.139657,2.4,0.00996676,0.639567,0.161345,3363.28,0.00683736,0.000000525939,0.00315658,0.562406,164.45,0.00200853,0.999684,0.999692

2025-08-03,0.724189,0.554705,0.381634,0.00837815,4.25,0.072157,21.39,26.05,748.96,113828,0.19831,3.61,3484.99,4209.2,12.55,0.245094,1.011,0.247577,0.901501,16.16,109.38,0.153054,0.139657,2.43,0.0103665,0.64885,0.164719,3360.08,0.00684924,0.000000533215,0.00323938,0.575095,161.58,0.00253838,0.999981,0.999797

2025-08-04,0.739084,0.559482,0.390516,0.00844164,4.27,0.074581,21.88,26.6,756.32,114501,0.201471,3.63,3557.86,4293.37,12.71,0.246838,1.019,0.247589,0.927129,16.59,114.92,0.154381,0.139657,2.48,0.01040731,0.666706,0.171465,3371.57,0.00687639,0.00000056864,0.00331505,0.589268,162.56,0.00462989,1,0.999809

2025-08-05,0.728946,0.558425,0.384687,0.00842945,4.23,0.073789,21.92,26.7,749.35,113107,0.199559,3.61,3587.32,4334.66,13.28,0.243117,0.987403,0.233255,0.903477,16.41,122.5,0.15213,0.139657,2.5,0.0103308,0.672177,0.176353,3384.97,0.00691563,0.000000557979,0.00340238,0.585906,164.73,0.00397976,0.999829,0.999731

2025-08-06,0.725956,0.548842,0.380988,0.00806353,4.18,0.07396,21.86,26.63,759.9,113883,0.200367,3.59,3588.72,4340.68,13.55,0.238488,0.991282,0.228285,0.914895,16.35,115.56,0.151393,0.139657,2.45,0.01019577,0.658998,0.174028,3370.93,0.00682719,0.000000542337,0.00341559,0.578879,164.02,0.00462001,0.999885,0.999809

2025-08-07,0.768775,0.590196,0.40775,0.00722424,4.41,0.076432,22.73,27.75,774.35,116384,0.213346,3.79,3836.05,4634.73,14.23,0.253113,1.044,0.238544,1.018,17.36,119.82,0.158158,0.139657,2.59,0.01076695,0.697335,0.178472,3380.99,0.00720673,0.000000566723,0.00371006,0.617792,172.14,0.01585035,0.999999,0.999609

2025-08-08,0.787896,0.617156,0.41746,0.00734806,4.54,0.077226,23.27,28.37,785.91,116549,0.221984,3.88,3896.12,4739.04,14.46,0.260426,1.13,0.229607,1.094,19.3,121.88,0.160551,0.139657,2.64,0.01085818,0.729697,0.179239,3386.73,0.00730923,0.000000582032,0.00421002,0.622485,176.49,0.01458153,1,0.99971

2025-08-09,0.811174,0.64182,0.463262,0.00752527,4.74,0.079737,24.24,29.61,806.02,116746,0.24177,4.1,4214.48,5087.25,15.02,0.263969,1.14,0.245149,1.19,21.14,122.02,0.167485,0.139657,2.81,0.01141375,0.792294,0.187939,3389.9,0.00761889,0.000000601933,0.00435814,0.662318,180.43,0.01233577,1,0.999815

2025-08-10,0.790761,0.625072,0.452862,0.00697465,4.61,0.079548,23.58,28.8,800.14,118367,0.230929,4,4189.81,5059.92,18.23,0.256163,1.11,0.245736,1.28,21.6,122.09,0.162376,0.139657,2.73,0.01112453,0.763044,0.183536,3387.86,0.00746459,0.000000604464,0.00425746,0.650702,180.19,0.01276393,0.999999,0.999818

2025-08-11,0.789086,0.613785,0.44396,0.00700639,4.5,0.080302,23.26,28.36,797.79,119887,0.228343,3.92,4178.51,5049.14,16.66,0.253143,1.13,0.239936,1.43,21.31,125.57,0.159015,0.139657,2.66,0.01081699,0.759863,0.180641,3345.81,0.00726547,0.000000590693,0.00428685,0.645973,178.74,0.00896432,0.999679,0.999709

2025-08-12,0.786968,0.61852,0.452778,0.00648359,4.58,0.078475,23.36,28.16,805.19,118881,0.224668,3.95,4344.17,5265.49,16.8,0.249278,1.12,0.2394,1.54,22.12,120.71,0.16093,0.139657,2.66,0.01078868,0.767562,0.180843,3346.18,0.00715341,0.000000593071,0.0044101,0.659224,176.59,0.00817179,0.999756,0.999812

2025-08-13,0.879851,0.648999,0.495309,0.00649265,4.8,0.079928,25.09,30.6,853.24,120380,0.246503,4.25,4693.48,5675.54,17.38,0.264067,1.21,0.242488,1.53,23.73,131.53,0.167344,0.139657,2.89,0.01186417,0.813457,0.189694,3348.52,0.00757114,0.000000631904,0.00520366,0.706744,201.82,0.00914605,0.99997,0.99973

2025-08-14,0.963603,0.637767,0.536515,0.00552125,4.73,0.079606,25.03,30.54,861.14,120983,0.237761,4.2,4721.21,5695.66,16.98,0.262547,1.33,0.242806,1.43,23.34,127.69,0.163173,0.139657,2.92,0.01172907,0.815377,0.187114,3347.06,0.0074706,0.000000624877,0.00545734,0.703074,203.48,0.00539966,1,0.999777

2025-08-15,0.944349,0.608729,0.515302,0.00485315,4.51,0.078093,24.52,29.83,846.43,118774,0.230247,4,4644.4,5611.21,15.63,0.254125,1.42,0.251453,1.4,22.45,121.49,0.155007,0.139657,2.78,0.01102826,0.756483,0.175781,3338.69,0.00714141,0.000000624877,0.00527634,0.671143,194.62,0.0049227,1.001,0.999799

2025-08-16,0.905467,0.608754,0.474883,0.00558905,4.47,0.076059,23.64,28.91,827.58,117453,0.227888,3.9,4389.16,5308.93,15.14,0.248592,1.47,0.363691,1.37,21.49,117.43,0.158881,0.139657,2.7,0.01082792,0.719135,0.173603,3331.77,0.00705778,0.000000624877,0.00501656,0.696418,185.83,0.00390058,1.001,0.999801

2025-08-17,0.969525,0.639438,0.530399,0.00601038,4.68,0.076542,24.84,30.29,862.07,118311,0.234173,4.09,4547.86,5496.82,15.89,0.256544,1.56,0.330913,1.42,24.66,122.33,0.161005,0.139657,2.8,0.01147931,0.76748,0.179271,3330.8,0.00759263,0.000000624877,0.00532073,0.719019,193.39,0.00395425,1,0.999797

2025-08-18,0.901364,0.607678,0.517614,0.00552504,4.44,0.074609,23.79,28.95,833.94,115240,0.223115,3.94,4300.81,5178.48,15.15,0.241724,1.48,0.314339,1.29,24.81,116.92,0.152707,0.139657,2.59,0.01071902,0.731296,0.168275,3343.85,0.00700455,0.000000624877,0.00505865,0.672144,182.02,0.00412871,1.001,0.999851

